0	605	1
1	561	1
1	554	1
1	540	1
1	549	1
1	555	1
1	541	1
1	536	1
1	545	1
1	552	1
1	539	1
1	546	1
1	559	1
1	551	1
1	550	1
2	464	1
2	421	1
2	438	1
2	460	1
2	435	1
3	600	1
3	598	1
3	599	1
3	596	1
3	603	1
4	565	1
4	566	1
4	563	1
4	567	1
4	568	1
4	569	1
4	521	1
4	494	1
4	529	1
4	495	1
4	498	1
4	509	1
4	519	1
4	507	1
4	501	1
4	502	1
4	517	1
4	514	1
4	504	1
5	1051	1
5	1222	1
6	600	1
7	405	1
7	382	1
7	377	1
7	365	1
7	376	1
7	408	1
7	406	1
7	371	1
7	391	1
7	415	1
7	411	1
7	592	1
7	594	1
8	339	1
8	291	1
8	357	1
8	320	1
9	751	1
9	1128	1
9	1518	1
9	989	1
9	578	1
9	581	1
9	572	1
9	579	1
9	575	1
9	570	1
10	1017	1
10	1233	1
10	1114	1
10	1333	1
11	210	1
11	217	1
11	598	1
11	596	1
11	599	1
11	600	1
12	565	1
12	563	1
12	569	1
12	566	1
12	567	1
12	568	1
13	599	1
13	596	1
13	598	1
13	600	1
14	562	1
14	536	1
14	538	1
14	561	1
14	542	1
14	546	1
14	549	1
14	540	1
14	552	1
14	557	1
15	595	1
15	592	1
15	594	1
16	152	1
16	61	1
16	53	1
16	204	1
16	141	1
16	112	1
16	44	1
16	62	1
16	206	1
17	234	1
17	240	1
17	214	1
17	222	1
17	207	1
17	225	1
17	221	1
17	217	1
17	250	1
17	233	1
17	218	1
17	215	1
17	237	1
17	216	1
17	239	1
17	590	1
17	589	1
17	586	1
17	588	1
18	558	1
18	552	1
18	546	1
18	553	1
18	556	1
18	549	1
18	542	1
18	536	1
18	555	1
18	561	1
18	550	1
18	309	1
18	256	1
18	301	1
18	351	1
18	292	1
18	346	1
18	347	1
18	311	1
19	605	1
19	500	1
19	491	1
19	507	1
19	517	1
20	590	1
20	586	1
20	589	1
20	588	1
21	605	1
21	385	1
21	400	1
21	384	1
21	389	1
21	367	1
21	380	1
21	398	1
21	393	1
21	370	1
21	405	1
21	413	1
21	369	1
21	391	1
21	372	1
21	407	1
22	675	1
22	1509	1
22	1419	1
22	615	1
22	799	1
22	712	1
22	926	1
22	724	1
22	1453	1
22	24	1
22	11	1
22	77	1
22	81	1
23	467	1
23	479	1
23	484	1
23	465	1
23	480	1
23	474	1
23	482	1
23	488	1
23	473	1
23	476	1
23	475	1
23	490	1
23	489	1
24	380	1
24	403	1
24	374	1
24	395	1
24	383	1
24	365	1
24	397	1
24	382	1
24	410	1
24	398	1
24	386	1
24	375	1
24	369	1
24	364	1
24	377	1
25	595	1
25	592	1
25	594	1
26	578	1
26	581	1
26	584	1
26	582	1
26	580	1
27	371	1
27	379	1
27	380	1
27	413	1
27	377	1
27	375	1
27	392	1
27	397	1
27	387	1
27	382	1
27	398	1
27	406	1
27	399	1
28	1473	1
28	850	1
28	609	1
28	1536	1
28	1559	1
29	601	1
30	605	1
31	584	1
31	575	1
31	573	1
31	572	1
31	578	1
31	583	1
31	580	1
31	579	1
31	567	1
31	568	1
32	478	1
33	326	1
33	347	1
33	83	1
33	100	1
33	30	1
33	200	1
33	160	1
33	206	1
33	7	1
34	599	1
34	596	1
34	600	1
34	598	1
34	215	1
34	221	1
34	249	1
34	239	1
34	238	1
34	209	1
35	974	1
35	828	1
35	928	1
35	867	1
35	655	1
35	812	1
35	1349	1
35	1396	1
35	1170	1
35	641	1
35	1364	1
35	890	1
35	1483	1
36	579	1
36	576	1
36	582	1
36	423	1
36	433	1
36	426	1
36	437	1
36	452	1
36	447	1
36	457	1
36	445	1
36	425	1
36	427	1
36	461	1
37	605	1
37	229	1
37	249	1
38	601	1
39	532	1
39	535	1
39	534	1
39	318	1
39	304	1
39	267	1
39	331	1
39	311	1
39	260	1
39	342	1
39	322	1
39	299	1
39	300	1
39	270	1
40	601	1
40	248	1
40	227	1
40	229	1
41	508	1
41	509	1
41	521	1
41	506	1
41	504	1
41	505	1
41	501	1
41	507	1
41	516	1
41	601	1
42	503	1
42	498	1
42	514	1
42	496	1
42	513	1
42	523	1
42	526	1
42	517	1
42	522	1
43	592	1
43	595	1
43	594	1
44	590	1
44	588	1
44	589	1
44	586	1
44	581	1
44	575	1
44	579	1
44	578	1
44	577	1
44	579	1
44	580	1
44	576	1
44	585	1
44	582	1
44	584	1
44	583	1
44	572	1
44	573	1
44	570	1
45	605	1
45	565	1
45	566	1
45	568	1
45	563	1
45	569	1
45	567	1
46	603	1
46	563	1
46	568	1
46	569	1
46	565	1
47	605	1
47	566	1
47	565	1
47	569	1
47	563	1
48	93	1
48	135	1
48	175	1
48	107	1
48	72	1
48	51	1
48	89	1
48	190	1
48	16	1
48	102	1
48	131	1
49	601	1
50	367	1
50	378	1
50	399	1
50	385	1
50	394	1
50	595	1
50	594	1
50	592	1
51	40	1
51	168	1
51	54	1
51	30	1
51	176	1
51	601	1
52	532	1
52	534	1
52	535	1
53	532	1
53	534	1
53	535	1
53	598	1
53	596	1
53	600	1
53	599	1
54	237	1
54	239	1
54	218	1
54	207	1
54	246	1
54	225	1
54	212	1
54	238	1
54	242	1
54	247	1
54	228	1
54	544	1
54	545	1
54	538	1
54	561	1
54	549	1
54	540	1
54	536	1
54	539	1
54	560	1
54	541	1
54	548	1
54	554	1
54	543	1
54	562	1
55	605	1
55	493	1
55	524	1
55	504	1
55	498	1
56	254	1
56	333	1
56	355	1
56	346	1
56	358	1
56	284	1
57	605	1
57	20	1
57	199	1
57	182	1
57	47	1
57	70	1
57	190	1
57	125	1
57	197	1
58	1334	1
58	1020	1
58	1607	1
58	273	1
58	321	1
58	298	1
58	360	1
58	293	1
58	326	1
58	331	1
58	261	1
58	265	1
59	213	1
59	244	1
59	237	1
59	250	1
59	212	1
59	214	1
59	207	1
59	249	1
59	239	1
59	209	1
59	220	1
59	248	1
59	240	1
59	251	1
59	1304	1
59	1548	1
59	865	1
59	911	1
59	1219	1
59	778	1
59	708	1
59	756	1
59	1240	1
59	1590	1
59	1268	1
59	939	1
60	491	1
60	499	1
60	525	1
60	522	1
60	529	1
60	530	1
60	515	1
60	513	1
61	600	1
61	596	1
61	598	1
61	599	1
61	595	1
61	594	1
61	592	1
62	595	1
62	592	1
62	594	1
63	580	1
63	574	1
63	572	1
63	581	1
63	584	1
63	570	1
63	585	1
63	578	1
63	579	1
63	573	1
63	577	1
63	576	1
63	583	1
63	575	1
64	41	1
64	131	1
64	71	1
64	104	1
64	148	1
64	20	1
64	193	1
64	169	1
64	190	1
64	11	1
64	88	1
64	138	1
64	136	1
65	601	1
65	440	1
65	453	1
65	461	1
65	463	1
65	420	1
65	441	1
65	460	1
65	435	1
65	444	1
65	432	1
65	451	1
65	429	1
66	560	1
66	550	1
66	551	1
66	540	1
66	555	1
66	561	1
66	552	1
66	549	1
66	541	1
66	538	1
66	543	1
66	545	1
67	532	1
67	535	1
67	534	1
67	490	1
67	474	1
67	472	1
67	477	1
67	485	1
67	469	1
67	486	1
67	465	1
67	484	1
67	480	1
68	803	1
68	948	1
68	999	1
68	831	1
68	1095	1
68	1123	1
68	713	1
68	721	1
68	1462	1
69	605	1
69	1452	1
69	828	1
69	1544	1
69	972	1
69	1139	1
69	688	1
69	1440	1
69	1448	1
69	1489	1
69	1499	1
69	1419	1
69	1590	1
70	421	1
70	432	1
70	433	1
70	419	1
70	452	1
70	418	1
70	424	1
70	454	1
70	429	1
70	430	1
70	434	1
70	416	1
70	446	1
70	456	1
70	441	1
70	577	1
70	578	1
70	579	1
70	581	1
70	583	1
70	579	1
70	570	1
70	576	1
70	573	1
70	585	1
70	575	1
70	580	1
71	522	1
71	496	1
71	518	1
71	493	1
71	514	1
71	511	1
71	524	1
71	507	1
71	510	1
71	530	1
72	605	1
72	1288	1
72	667	1
72	1590	1
72	698	1
72	655	1
72	899	1
72	627	1
72	938	1
72	957	1
73	605	1
73	601	1
74	534	1
74	532	1
74	579	1
74	583	1
74	582	1
74	584	1
74	575	1
74	581	1
74	570	1
74	585	1
74	574	1
74	573	1
74	578	1
74	576	1
74	572	1
75	603	1
75	362	1
76	603	1
77	483	1
77	569	1
77	568	1
77	565	1
77	567	1
77	566	1
77	563	1
78	525	1
78	509	1
78	501	1
78	491	1
78	513	1
78	514	1
78	511	1
78	508	1
78	530	1
78	527	1
78	524	1
78	494	1
78	493	1
79	400	1
79	405	1
79	406	1
79	376	1
79	408	1
79	389	1
79	372	1
